county,state
Morris,Kansas
Neosho,Kansas
Osage,Kansas
Ottawa,Kansas
Pottawatomie,Kansas
Pratt,Kansas
Reno,Kansas
Riley,Kansas
Saline,Kansas
Sedgwick,Kansas
Shawnee,Kansas
Stafford,Kansas
Stevens,Kansas
Sumner,Kansas
Woodson,Kansas
Wyandotte,Kansas
Allen,Kentucky
Anderson,Kentucky
Barren,Kentucky
Bath,Kentucky
Boone,Kentucky
Bourbon,Kentucky
Boyd,Kentucky
Boyle,Kentucky
Bracken,Kentucky
Breathitt,Kentucky
Breckinridge,Kentucky
Bullitt,Kentucky
Butler,Kentucky
Calloway,Kentucky
Campbell,Kentucky
Carroll,Kentucky
Christian,Kentucky
Clark,Kentucky
Crittenden,Kentucky
Cumberland,Kentucky
Daviess,Kentucky
Edmonson,Kentucky
Fayette,Kentucky
Floyd,Kentucky
Franklin,Kentucky
Grant,Kentucky
Graves,Kentucky
Grayson,Kentucky
Hancock,Kentucky
Hardin,Kentucky
Harrison,Kentucky
Henderson,Kentucky
Henry,Kentucky
Hopkins,Kentucky
Jefferson,Kentucky
Jessamine,Kentucky
Kenton,Kentucky
Larue,Kentucky
Laurel,Kentucky
Lawrence,Kentucky
Lewis,Kentucky
Lincoln,Kentucky
Logan,Kentucky
Lyon,Kentucky
Madison,Kentucky
Marion,Kentucky
Marshall,Kentucky
Martin,Kentucky
Mason,Kentucky
McCracken,Kentucky
McCreary,Kentucky
Meade,Kentucky
Menifee,Kentucky
Mercer,Kentucky
Montgomery,Kentucky
Muhlenberg,Kentucky
Nelson,Kentucky
Nicholas,Kentucky
Oldham,Kentucky
Pendleton,Kentucky
Powell,Kentucky
Pulaski,Kentucky
Rockcastle,Kentucky
Russell,Kentucky
Scott,Kentucky
Shelby,Kentucky
Simpson,Kentucky
Spencer,Kentucky
Taylor,Kentucky
Union,Kentucky
Unknown,Kentucky
Warren,Kentucky
Washington,Kentucky
Wayne,Kentucky
Webster,Kentucky
Woodford,Kentucky
Acadia,Louisiana
Allen,Louisiana
Ascension,Louisiana
Assumption,Louisiana
Avoyelles,Louisiana
Beauregard,Louisiana
Bienville,Louisiana
Bossier,Louisiana
Caddo,Louisiana
Calcasieu,Louisiana
Caldwell,Louisiana
Catahoula,Louisiana
Claiborne,Louisiana
Concordia,Louisiana
De Soto,Louisiana
East Baton Rouge,Louisiana
East Carroll,Louisiana
East Feliciana,Louisiana
Evangeline,Louisiana
Franklin,Louisiana
Grant,Louisiana
Iberia,Louisiana
Iberville,Louisiana
Jackson,Louisiana
Jefferson,Louisiana
Jefferson Davis,Louisiana
Lafayette,Louisiana
Lafourche,Louisiana
Lincoln,Louisiana
Livingston,Louisiana
Madison,Louisiana
Morehouse,Louisiana
Natchitoches,Louisiana
Orleans,Louisiana
Ouachita,Louisiana
Plaquemines,Louisiana
Pointe Coupee,Louisiana
Rapides,Louisiana
Red River,Louisiana
Richland,Louisiana
Sabine,Louisiana
St. Bernard,Louisiana
St. Charles,Louisiana
St. Helena,Louisiana
St. James,Louisiana
St. John the Baptist,Louisiana
St. Landry,Louisiana
St. Martin,Louisiana
St. Mary,Louisiana
St. Tammany,Louisiana
Tangipahoa,Louisiana
Terrebonne,Louisiana
Union,Louisiana
Unknown,Louisiana
Vermilion,Louisiana
Vernon,Louisiana
Washington,Louisiana
Webster,Louisiana
West Baton Rouge,Louisiana
West Feliciana,Louisiana
Winn,Louisiana
Androscoggin,Maine
Cumberland,Maine
Franklin,Maine
Hancock,Maine
Kennebec,Maine
Knox,Maine
Lincoln,Maine
Oxford,Maine
Penobscot,Maine
Sagadahoc,Maine
Somerset,Maine
Unknown,Maine
Waldo,Maine
York,Maine
Allegany,Maryland
Anne Arundel,Maryland
Baltimore,Maryland
Baltimore city,Maryland
Calvert,Maryland
Caroline,Maryland
Carroll,Maryland
Cecil,Maryland
Charles,Maryland
Dorchester,Maryland
Frederick,Maryland
Garrett,Maryland
Harford,Maryland
Howard,Maryland
Kent,Maryland
Montgomery,Maryland
Prince George's,Maryland
Queen Anne's,Maryland
Somerset,Maryland
St. Mary's,Maryland
Talbot,Maryland
Washington,Maryland
Wicomico,Maryland
Worcester,Maryland
Barnstable,Massachusetts
Berkshire,Massachusetts
Bristol,Massachusetts
Dukes,Massachusetts
Essex,Massachusetts
Franklin,Massachusetts
Hampden,Massachusetts
Hampshire,Massachusetts
Middlesex,Massachusetts
Nantucket,Massachusetts
Norfolk,Massachusetts
Plymouth,Massachusetts
Suffolk,Massachusetts
Unknown,Massachusetts
Worcester,Massachusetts
Allegan,Michigan
Antrim,Michigan
Arenac,Michigan
Barry,Michigan
Bay,Michigan
Berrien,Michigan
Branch,Michigan
Calhoun,Michigan
Cass,Michigan
Charlevoix,Michigan
Cheboygan,Michigan
Chippewa,Michigan
Clare,Michigan
Clinton,Michigan
Crawford,Michigan
Delta,Michigan
Dickinson,Michigan
Eaton,Michigan
Emmet,Michigan
Genesee,Michigan
Gladwin,Michigan
Gogebic,Michigan
Grand Traverse,Michigan
Gratiot,Michigan
Hillsdale,Michigan
Houghton,Michigan
Huron,Michigan
Ingham,Michigan
Ionia,Michigan
Iosco,Michigan
Isabella,Michigan
Jackson,Michigan
Kalamazoo,Michigan
Kalkaska,Michigan
Kent,Michigan
Lapeer,Michigan
Leelanau,Michigan
Lenawee,Michigan
Livingston,Michigan
Mackinac,Michigan
Macomb,Michigan
Manistee,Michigan
Marquette,Michigan
Mecosta,Michigan
Midland,Michigan
Missaukee,Michigan
Monroe,Michigan
Montcalm,Michigan
Muskegon,Michigan
Newaygo,Michigan
Oakland,Michigan
Oceana,Michigan
Ogemaw,Michigan
Osceola,Michigan
Oscoda,Michigan
Otsego,Michigan
Ottawa,Michigan
Roscommon,Michigan
Saginaw,Michigan
Sanilac,Michigan
Shiawassee,Michigan
St. Clair,Michigan
St. Joseph,Michigan
Tuscola,Michigan
Unknown,Michigan
Van Buren,Michigan
Washtenaw,Michigan
Wayne,Michigan
Wexford,Michigan
Anoka,Minnesota
Beltrami,Minnesota
Benton,Minnesota
Big Stone,Minnesota
Blue Earth,Minnesota
Brown,Minnesota
Carlton,Minnesota
Carver,Minnesota
Cass,Minnesota
Chisago,Minnesota
Clay,Minnesota
Clearwater,Minnesota
Cottonwood,Minnesota
Crow Wing,Minnesota
Dakota,Minnesota
Dodge,Minnesota
Douglas,Minnesota
Faribault,Minnesota
Fillmore,Minnesota
Freeborn,Minnesota
Goodhue,Minnesota
Hennepin,Minnesota
Isanti,Minnesota
Itasca,Minnesota
Jackson,Minnesota
Kandiyohi,Minnesota
Koochiching,Minnesota
Lac qui Parle,Minnesota
Le Sueur,Minnesota
Lincoln,Minnesota
Lyon,Minnesota
Mahnomen,Minnesota
Martin,Minnesota
Meeker,Minnesota
Mower,Minnesota
Nicollet,Minnesota
Olmsted,Minnesota
Otter Tail,Minnesota
Ramsey,Minnesota
Renville,Minnesota
Rice,Minnesota
Scott,Minnesota
Sherburne,Minnesota
Sibley,Minnesota
St. Louis,Minnesota
Stearns,Minnesota
Steele,Minnesota
Traverse,Minnesota
Wabasha,Minnesota
Waseca,Minnesota
Washington,Minnesota
Watonwan,Minnesota
Wilkin,Minnesota
Winona,Minnesota
Wright,Minnesota
Yellow Medicine,Minnesota
Adams,Mississippi
Alcorn,Mississippi
Amite,Mississippi
Attala,Mississippi
Benton,Mississippi
Bolivar,Mississippi
Calhoun,Mississippi
Carroll,Mississippi
Chickasaw,Mississippi
Choctaw,Mississippi
Claiborne,Mississippi
Clarke,Mississippi
Clay,Mississippi
Coahoma,Mississippi
Copiah,Mississippi
Covington,Mississippi
DeSoto,Mississippi
Forrest,Mississippi
Franklin,Mississippi
George,Mississippi
Grenada,Mississippi
Hancock,Mississippi
Harrison,Mississippi
Hinds,Mississippi
Holmes,Mississippi
Humphreys,Mississippi
Itawamba,Mississippi
Jackson,Mississippi
Jasper,Mississippi
Jefferson,Mississippi
Jones,Mississippi
Kemper,Mississippi
Lafayette,Mississippi
Lamar,Mississippi
Lauderdale,Mississippi
Lawrence,Mississippi
Leake,Mississippi
Lee,Mississippi
Leflore,Mississippi
Lincoln,Mississippi
Lowndes,Mississippi
Madison,Mississippi
Marion,Mississippi
Marshall,Mississippi
Monroe,Mississippi
Montgomery,Mississippi
Neshoba,Mississippi
Newton,Mississippi
Noxubee,Mississippi
Oktibbeha,Mississippi
Panola,Mississippi
Pearl River,Mississippi
Perry,Mississippi
Pike,Mississippi
Pontotoc,Mississippi
Prentiss,Mississippi
Quitman,Mississippi
Rankin,Mississippi
Scott,Mississippi
Sharkey,Mississippi
Simpson,Mississippi
Smith,Mississippi
Sunflower,Mississippi
Tallahatchie,Mississippi
Tate,Mississippi
Tippah,Mississippi
Tishomingo,Mississippi
Tunica,Mississippi
Union,Mississippi
Walthall,Mississippi
Warren,Mississippi
Washington,Mississippi
Wayne,Mississippi
Webster,Mississippi
Wilkinson,Mississippi
Winston,Mississippi
Yalobusha,Mississippi
Yazoo,Mississippi
Adair,Missouri
Atchison,Missouri
Barry,Missouri
Bates,Missouri
Benton,Missouri
Bollinger,Missouri
Boone,Missouri
Buchanan,Missouri
Butler,Missouri
Caldwell,Missouri
Callaway,Missouri
Camden,Missouri
Cape Girardeau,Missouri
Carter,Missouri
Cass,Missouri
Cedar,Missouri
Chariton,Missouri
Christian,Missouri
Clay,Missouri
Clinton,Missouri
Cole,Missouri
Cooper,Missouri
Crawford,Missouri
DeKalb,Missouri
Dunklin,Missouri
Franklin,Missouri
Gasconade,Missouri
Greene,Missouri
Harrison,Missouri
Henry,Missouri
Howell,Missouri
Jackson,Missouri
Jasper,Missouri
Jefferson,Missouri
Johnson,Missouri
Kansas City,Missouri
Lafayette,Missouri
Lincoln,Missouri
Livingston,Missouri
Macon,Missouri
Maries,Missouri
McDonald,Missouri
Moniteau,Missouri
Montgomery,Missouri
Morgan,Missouri
New Madrid,Missouri
Newton,Missouri
Osage,Missouri
Pemiscot,Missouri
Perry,Missouri
Pettis,Missouri
Pike,Missouri
Platte,Missouri
Pulaski,Missouri
Ralls,Missouri
Randolph,Missouri
Ray,Missouri
Reynolds,Missouri
Ripley,Missouri
Scott,Missouri
Shelby,Missouri
St. Charles,Missouri
St. Francois,Missouri
St. Louis,Missouri
St. Louis city,Missouri
Ste. Genevieve,Missouri
Stoddard,Missouri
Stone,Missouri
Taney,Missouri
Unknown,Missouri
Warren,Missouri
Webster,Missouri
Wright,Missouri
Broadwater,Montana
Carbon,Montana
Cascade,Montana
Deer Lodge,Montana
Flathead,Montana
Gallatin,Montana
Hill,Montana
Jefferson,Montana
Lake,Montana
Lewis and Clark,Montana
Liberty,Montana
Lincoln,Montana
Madison,Montana
Meagher,Montana
Missoula,Montana
Musselshell,Montana
Park,Montana
Ravalli,Montana
Roosevelt,Montana
Silver Bow,Montana
Toole,Montana
Yellowstone,Montana
Adams,Nebraska
Antelope,Nebraska
Buffalo,Nebraska
Cass,Nebraska
Colfax,Nebraska
Cuming,Nebraska
Dawson,Nebraska
Dodge,Nebraska
Douglas,Nebraska
Gage,Nebraska
Gosper,Nebraska
Hall,Nebraska
Hamilton,Nebraska
Kearney,Nebraska
Kimball,Nebraska
Knox,Nebraska
Lancaster,Nebraska
Lincoln,Nebraska
Madison,Nebraska
Nemaha,Nebraska
Otoe,Nebraska
Platte,Nebraska
Sarpy,Nebraska
Saunders,Nebraska
Scotts Bluff,Nebraska
Unknown,Nebraska
Washington,Nebraska
York,Nebraska
Carson City,Nevada
Clark,Nevada
Douglas,Nevada
Elko,Nevada
Humboldt,Nevada
Lyon,Nevada
Nye,Nevada
Unknown,Nevada
Washoe,Nevada
Belknap,New Hampshire
Carroll,New Hampshire
Cheshire,New Hampshire
Grafton,New Hampshire
Hillsborough,New Hampshire
Merrimack,New Hampshire
Rockingham,New Hampshire
Strafford,New Hampshire
Sullivan,New Hampshire
Atlantic,New Jersey
Bergen,New Jersey
Burlington,New Jersey
Camden,New Jersey
Cape May,New Jersey
Cumberland,New Jersey
Essex,New Jersey
Gloucester,New Jersey
Hudson,New Jersey
Hunterdon,New Jersey
Mercer,New Jersey
Middlesex,New Jersey
Monmouth,New Jersey
Morris,New Jersey
Ocean,New Jersey
Passaic,New Jersey
Salem,New Jersey
Somerset,New Jersey
Sussex,New Jersey
Union,New Jersey
Unknown,New Jersey
Warren,New Jersey
Bernalillo,New Mexico
Catron,New Mexico
Chaves,New Mexico
Cibola,New Mexico
Curry,New Mexico
Doña Ana,New Mexico
Eddy,New Mexico
Grant,New Mexico
Lea,New Mexico
McKinley,New Mexico
Otero,New Mexico
Rio Arriba,New Mexico
Roosevelt,New Mexico
San Juan,New Mexico
San Miguel,New Mexico
Sandoval,New Mexico
Santa Fe,New Mexico
Socorro,New Mexico
Taos,New Mexico
Torrance,New Mexico
Valencia,New Mexico
Albany,New York
Allegany,New York
Broome,New York
Cattaraugus,New York
Cayuga,New York
Chautauqua,New York
Chemung,New York
Chenango,New York
Clinton,New York
Columbia,New York
Cortland,New York
Delaware,New York
Dutchess,New York
Erie,New York
Essex,New York
Franklin,New York
Fulton,New York
Genesee,New York
Greene,New York
Hamilton,New York
Herkimer,New York
Jefferson,New York
Lewis,New York
Livingston,New York
Madison,New York
Monroe,New York
Montgomery,New York
Nassau,New York
New York City,New York
Niagara,New York
Oneida,New York
Onondaga,New York
Ontario,New York
Orange,New York
Orleans,New York
Oswego,New York
Otsego,New York
Putnam,New York
Rensselaer,New York
Rockland,New York
Saratoga,New York
Schenectady,New York
Schoharie,New York
Schuyler,New York
Seneca,New York
St. Lawrence,New York
Steuben,New York
Suffolk,New York
Sullivan,New York
Tioga,New York
Tompkins,New York
Ulster,New York
Warren,New York
Washington,New York
Wayne,New York
Westchester,New York
Wyoming,New York
Yates,New York
Alamance,North Carolina
Alexander,North Carolina
Alleghany,North Carolina
Anson,North Carolina
Beaufort,North Carolina
Bertie,North Carolina
Brunswick,North Carolina
Buncombe,North Carolina
Burke,North Carolina
Cabarrus,North Carolina
Caldwell,North Carolina
Carteret,North Carolina
Caswell,North Carolina
Catawba,North Carolina
Chatham,North Carolina
Cherokee,North Carolina
Clay,North Carolina
Cleveland,North Carolina
Columbus,North Carolina
Craven,North Carolina
Cumberland,North Carolina
Currituck,North Carolina
Dare,North Carolina
Davidson,North Carolina
Davie,North Carolina
Duplin,North Carolina
Durham,North Carolina
Edgecombe,North Carolina
Forsyth,North Carolina
Franklin,North Carolina
Gaston,North Carolina
Gates,North Carolina
Granville,North Carolina
Greene,North Carolina
Guilford,North Carolina
Halifax,North Carolina
Harnett,North Carolina
Henderson,North Carolina
Hertford,North Carolina
Hoke,North Carolina
Iredell,North Carolina
Johnston,North Carolina
Lee,North Carolina
Lenoir,North Carolina
Lincoln,North Carolina
Macon,North Carolina
Martin,North Carolina
McDowell,North Carolina
Mecklenburg,North Carolina
Mitchell,North Carolina
Montgomery,North Carolina
Moore,North Carolina
Nash,North Carolina
New Hanover,North Carolina
Northampton,North Carolina
Onslow,North Carolina
Orange,North Carolina
Pamlico,North Carolina
Pasquotank,North Carolina
Perquimans,North Carolina
Person,North Carolina
Pitt,North Carolina
Polk,North Carolina
Randolph,North Carolina
Robeson,North Carolina
Rockingham,North Carolina
Rowan,North Carolina
Rutherford,North Carolina
Sampson,North Carolina
Scotland,North Carolina
Stanly,North Carolina
Stokes,North Carolina
Surry,North Carolina
Transylvania,North Carolina
Union,North Carolina
Vance,North Carolina
Wake,North Carolina
Washington,North Carolina
Watauga,North Carolina
Wayne,North Carolina
Wilkes,North Carolina
Wilson,North Carolina
Yadkin,North Carolina
Barnes,North Dakota
Burke,North Dakota
Burleigh,North Dakota
Cass,North Dakota
Divide,North Dakota
Dunn,North Dakota
Foster,North Dakota
Grand Forks,North Dakota
Grant,North Dakota
McHenry,North Dakota
McIntosh,North Dakota
McKenzie,North Dakota
McLean,North Dakota
Morton,North Dakota
Mountrail,North Dakota
Oliver,North Dakota
Pierce,North Dakota
Ramsey,North Dakota
Sioux,North Dakota
Stark,North Dakota
Walsh,North Dakota
Ward,North Dakota
Williams,North Dakota
Unknown,Northern Mariana Islands
Allen,Ohio
Ashland,Ohio
Ashtabula,Ohio
Athens,Ohio
Auglaize,Ohio
Belmont,Ohio
Brown,Ohio
Butler,Ohio
Carroll,Ohio
Champaign,Ohio
Clark,Ohio
Clermont,Ohio
Clinton,Ohio
Columbiana,Ohio
Coshocton,Ohio
Crawford,Ohio
Cuyahoga,Ohio
Darke,Ohio
Defiance,Ohio
Delaware,Ohio
Erie,Ohio
Fairfield,Ohio
Fayette,Ohio
Franklin,Ohio
Fulton,Ohio
Gallia,Ohio
Geauga,Ohio
Greene,Ohio
Guernsey,Ohio
Hamilton,Ohio
Hancock,Ohio
Hardin,Ohio
Highland,Ohio
Holmes,Ohio
Huron,Ohio
Jefferson,Ohio
Knox,Ohio
Lake,Ohio
Lawrence,Ohio
Licking,Ohio
Logan,Ohio
Lorain,Ohio
Lucas,Ohio
Madison,Ohio
Mahoning,Ohio
Marion,Ohio
Medina,Ohio
Mercer,Ohio
Miami,Ohio
Montgomery,Ohio
Morrow,Ohio
Muskingum,Ohio
Ottawa,Ohio
Perry,Ohio
Pickaway,Ohio
Pike,Ohio
Portage,Ohio
Preble,Ohio
Richland,Ohio
Ross,Ohio
Sandusky,Ohio
Seneca,Ohio
Shelby,Ohio
Stark,Ohio
Summit,Ohio
Trumbull,Ohio
Tuscarawas,Ohio
Union,Ohio
Van Wert,Ohio
Warren,Ohio
Washington,Ohio
Wayne,Ohio
Williams,Ohio
Wood,Ohio
Wyandot,Ohio
Adair,Oklahoma
Atoka,Oklahoma
Beckham,Oklahoma
Bryan,Oklahoma
Caddo,Oklahoma
Canadian,Oklahoma
Carter,Oklahoma
Cherokee,Oklahoma
Choctaw,Oklahoma
Cleveland,Oklahoma
Comanche,Oklahoma
Cotton,Oklahoma
Craig,Oklahoma
Creek,Oklahoma
Custer,Oklahoma
Delaware,Oklahoma
Garfield,Oklahoma
Garvin,Oklahoma
Grady,Oklahoma
Greer,Oklahoma
Jackson,Oklahoma
Kay,Oklahoma
Kingfisher,Oklahoma
Kiowa,Oklahoma
Latimer,Oklahoma
Le Flore,Oklahoma
Lincoln,Oklahoma
Logan,Oklahoma
Love,Oklahoma
Mayes,Oklahoma
McClain,Oklahoma
Muskogee,Oklahoma
Noble,Oklahoma
Nowata,Oklahoma
Oklahoma,Oklahoma
Okmulgee,Oklahoma
Osage,Oklahoma
Ottawa,Oklahoma
Pawnee,Oklahoma
Payne,Oklahoma
Pittsburg,Oklahoma
Pontotoc,Oklahoma
Pottawatomie,Oklahoma
Rogers,Oklahoma
Seminole,Oklahoma
Sequoyah,Oklahoma
Stephens,Oklahoma
Texas,Oklahoma
Tulsa,Oklahoma
Wagoner,Oklahoma
Washington,Oklahoma
Woodward,Oklahoma
Benton,Oregon
Clackamas,Oregon
Clatsop,Oregon
Columbia,Oregon
Deschutes,Oregon
Douglas,Oregon
Grant,Oregon
Hood River,Oregon
Jackson,Oregon
Josephine,Oregon
Klamath,Oregon
Lane,Oregon
Lincoln,Oregon
Linn,Oregon
Malheur,Oregon
Marion,Oregon
Morrow,Oregon
Multnomah,Oregon
Polk,Oregon
Tillamook,Oregon
Umatilla,Oregon
Union,Oregon
Wallowa,Oregon
Wasco,Oregon
Washington,Oregon
Yamhill,Oregon
Adams,Pennsylvania
Allegheny,Pennsylvania
Armstrong,Pennsylvania
Beaver,Pennsylvania
Bedford,Pennsylvania
Berks,Pennsylvania
Blair,Pennsylvania
Bradford,Pennsylvania
Bucks,Pennsylvania
Butler,Pennsylvania
Cambria,Pennsylvania
Cameron,Pennsylvania
Carbon,Pennsylvania
Centre,Pennsylvania
Chester,Pennsylvania
Clarion,Pennsylvania
Clearfield,Pennsylvania
Columbia,Pennsylvania
Crawford,Pennsylvania
Cumberland,Pennsylvania
Dauphin,Pennsylvania
Delaware,Pennsylvania
Erie,Pennsylvania
Fayette,Pennsylvania
Forest,Pennsylvania
Franklin,Pennsylvania
Greene,Pennsylvania
Huntingdon,Pennsylvania
Indiana,Pennsylvania
Juniata,Pennsylvania
Lackawanna,Pennsylvania
Lancaster,Pennsylvania
Lawrence,Pennsylvania
Lebanon,Pennsylvania
Lehigh,Pennsylvania
Luzerne,Pennsylvania
Lycoming,Pennsylvania
McKean,Pennsylvania
Mercer,Pennsylvania
Mifflin,Pennsylvania
Monroe,Pennsylvania
Montgomery,Pennsylvania
Montour,Pennsylvania
Northampton,Pennsylvania
Northumberland,Pennsylvania
Perry,Pennsylvania
Philadelphia,Pennsylvania
Pike,Pennsylvania
Potter,Pennsylvania
Schuylkill,Pennsylvania
Snyder,Pennsylvania
Somerset,Pennsylvania
Susquehanna,Pennsylvania
Tioga,Pennsylvania
Union,Pennsylvania
Venango,Pennsylvania
Warren,Pennsylvania
Washington,Pennsylvania
Wayne,Pennsylvania
Westmoreland,Pennsylvania
York,Pennsylvania
Unknown,Puerto Rico
Bristol,Rhode Island
Kent,Rhode Island
Newport,Rhode Island
Providence,Rhode Island
Unknown,Rhode Island
Washington,Rhode Island
Abbeville,South Carolina
Aiken,South Carolina
Allendale,South Carolina
Anderson,South Carolina
Bamberg,South Carolina
Barnwell,South Carolina
Beaufort,South Carolina
Berkeley,South Carolina
Calhoun,South Carolina
Charleston,South Carolina
Cherokee,South Carolina
Chester,South Carolina
Chesterfield,South Carolina
Clarendon,South Carolina
Colleton,South Carolina
Darlington,South Carolina
Dillon,South Carolina
Dorchester,South Carolina
Edgefield,South Carolina
Fairfield,South Carolina
Florence,South Carolina
Georgetown,South Carolina
Greenville,South Carolina
Greenwood,South Carolina
Hampton,South Carolina
Horry,South Carolina
Jasper,South Carolina
Kershaw,South Carolina
Lancaster,South Carolina
Laurens,South Carolina
Lee,South Carolina
Lexington,South Carolina
Marion,South Carolina
Marlboro,South Carolina
McCormick,South Carolina
Newberry,South Carolina
Oconee,South Carolina
Orangeburg,South Carolina
Pickens,South Carolina
Richland,South Carolina
Saluda,South Carolina
Spartanburg,South Carolina
Sumter,South Carolina
Union,South Carolina
Williamsburg,South Carolina
York,South Carolina
Aurora,South Dakota
Beadle,South Dakota
Bon Homme,South Dakota
Brookings,South Dakota
Brown,South Dakota
Charles Mix,South Dakota
Clark,South Dakota
Clay,South Dakota
Codington,South Dakota
Davison,South Dakota
Deuel,South Dakota
Fall River,South Dakota
Faulk,South Dakota
Hamlin,South Dakota
Hughes,South Dakota
Hutchinson,South Dakota
Lake,South Dakota
Lawrence,South Dakota
Lincoln,South Dakota
Lyman,South Dakota
Marshall,South Dakota
McCook,South Dakota
Meade,South Dakota
Minnehaha,South Dakota
Pennington,South Dakota
Roberts,South Dakota
Spink,South Dakota
Todd,South Dakota
Turner,South Dakota
Union,South Dakota
Yankton,South Dakota
Anderson,Tennessee
Bedford,Tennessee
Benton,Tennessee
Bledsoe,Tennessee
Blount,Tennessee
Bradley,Tennessee
Campbell,Tennessee
Cannon,Tennessee
Carroll,Tennessee
Carter,Tennessee
Cheatham,Tennessee
Chester,Tennessee
Claiborne,Tennessee
Clay,Tennessee
Cocke,Tennessee
Coffee,Tennessee
Cumberland,Tennessee
Davidson,Tennessee
DeKalb,Tennessee
Dickson,Tennessee
Dyer,Tennessee
Fayette,Tennessee
Fentress,Tennessee
Franklin,Tennessee
Gibson,Tennessee
Giles,Tennessee
Grainger,Tennessee
Greene,Tennessee
Grundy,Tennessee
Hamblen,Tennessee
Hamilton,Tennessee
Hardeman,Tennessee
Hardin,Tennessee
Hawkins,Tennessee
Haywood,Tennessee
Henry,Tennessee
Hickman,Tennessee
Houston,Tennessee
Humphreys,Tennessee
Jackson,Tennessee
Jefferson,Tennessee
Johnson,Tennessee
Knox,Tennessee
Lauderdale,Tennessee
Lawrence,Tennessee
Lewis,Tennessee
Lincoln,Tennessee
Loudon,Tennessee
Macon,Tennessee
Madison,Tennessee
Marion,Tennessee
Marshall,Tennessee
Maury,Tennessee
McMinn,Tennessee
McNairy,Tennessee
Meigs,Tennessee
Monroe,Tennessee
Montgomery,Tennessee
Morgan,Tennessee
Obion,Tennessee
Overton,Tennessee
Perry,Tennessee
Polk,Tennessee
Putnam,Tennessee
Rhea,Tennessee
Roane,Tennessee
Robertson,Tennessee
Rutherford,Tennessee
Scott,Tennessee
Sequatchie,Tennessee
Sevier,Tennessee
Shelby,Tennessee
Smith,Tennessee
Sullivan,Tennessee
Sumner,Tennessee
Tipton,Tennessee
Trousdale,Tennessee
Unicoi,Tennessee
Union,Tennessee
Unknown,Tennessee
Warren,Tennessee
Washington,Tennessee
Wayne,Tennessee
Weakley,Tennessee
White,Tennessee
Williamson,Tennessee
Wilson,Tennessee
Anderson,Texas
Angelina,Texas
Atascosa,Texas
Austin,Texas
Bastrop,Texas
Bell,Texas
Bexar,Texas
Blanco,Texas
Bowie,Texas
Brazoria,Texas
Brazos,Texas
Brown,Texas
Burleson,Texas
Burnet,Texas
Caldwell,Texas
Calhoun,Texas
Cameron,Texas
Camp,Texas
Cass,Texas
Castro,Texas
Chambers,Texas
Cherokee,Texas
Clay,Texas
Collin,Texas
Colorado,Texas
Comal,Texas
Comanche,Texas
Coryell,Texas
Crane,Texas
Dallas,Texas
Dawson,Texas
DeWitt,Texas
Deaf Smith,Texas
Denton,Texas
Donley,Texas
Eastland,Texas
Ector,Texas
El Paso,Texas
Ellis,Texas
Erath,Texas
Falls,Texas
Fannin,Texas
Fayette,Texas
